citystate,rent,rentText,unitLabel,title,location,phone,availability,availabilityText,lastUpdated,listingid,url,img,itemTitle,logo,image,streetAddress,city,state,zip,lat,lng
"willmar-mn","","","","Foot Lake Estates","400-410 30th St NW, Willmar, MN 56201","","0","No Availability","2 wks","g0f81xw","https://www.apartments.com/foot-lake-estates-willmar-mn/g0f81xw/","https://images1.apartments.com/i2/GbIs-kfYSOQR-ASnesPput6hhv82BN1PGl7cfDwPmTg/104/foot-lake-estates-willmar-mn-primary-photo.jpg","Foot Lake Estates","undefined","https://images1.apartments.com/i2/GbIs-kfYSOQR-ASnesPput6hhv82BN1PGl7cfDwPmTg/104/foot-lake-estates-willmar-mn-primary-photo.jpg","400-410 30th St NW","Willmar","MN","56201","45.12953","-95.08218",
"willmar-mn","","","","Somerset Ridge Apartments","511 Lakeland Dr SE, Willmar, MN 56201","","0","No Availability","2 wks","xxqv53p","https://www.apartments.com/somerset-ridge-apartments-willmar-mn/xxqv53p/","https://images1.apartments.com/i2/GcPVOFVY4jd06qKMQ6_UN-Yc6o0XplVDZiRzrKG25pY/104/somerset-ridge-apartments-willmar-mn-building-photo.jpg","Somerset Ridge Apartments","https://images1.apartments.com/i2/DEUKKhkO7atWAW1ynfrOgbnQWLf19NPQJ5OprfVB9DE/110/dominium-logo.png","https://images1.apartments.com/i2/GcPVOFVY4jd06qKMQ6_UN-Yc6o0XplVDZiRzrKG25pY/104/somerset-ridge-apartments-willmar-mn-building-photo.jpg","511 Lakeland Dr SE","Willmar","MN","56201","45.11971","-95.02161",
"willmar-mn","","","","Somerset Properties","1401-1405 19th Ave SE, Willmar, MN 56201","","0","No Availability","2 wks","ybgxhds","https://www.apartments.com/somerset-properties-willmar-mn/ybgxhds/","","Somerset Properties","https://images1.apartments.com/i2/DEUKKhkO7atWAW1ynfrOgbnQWLf19NPQJ5OprfVB9DE/110/dominium-logo.png","https://images1.apartments.com/i2/FePyH1UenxWsR_gkhaR3wHDK7ZvG3Ou6-39LqJdOm68/104/somerset-properties-willmar-mn-building-photo.jpg","1401-1405 19th Ave SE","Willmar","MN","56201","45.10432","-95.02491",
"willmar-mn","","","","Amberwood Apartments","1501 8th St SW, Willmar, MN 56201","","0","No Availability","2 wks","5p4betp","https://www.apartments.com/amberwood-apartments-willmar-mn/5p4betp/","","Amberwood Apartments","undefined","https://images1.apartments.com/i2/wmUjOgwvs-F43RHtQKlI5AXjKNxnxNzltz3ZSYSfBCE/104/amberwood-apartments-willmar-mn-primary-photo.jpg","1501 8th St SW","Willmar","MN","56201","45.107","-95.05107",
"willmar-mn","","","","1701 5th St SW","Willmar, MN 56201","","0","No Availability","2 wks","wtxj14l","https://www.apartments.com/1701-5th-st-sw-willmar-mn/wtxj14l/","","1701 5th St SW","undefined","https://images1.apartments.com/i2/AcbQcVI5mSDp0OtXOysd1h2rV4P4eGyr4tzvcL8n17k/104/1701-5th-st-sw-willmar-mn-primary-photo.jpg","1701 5th St SW","Willmar","MN","56201","45.105","-95.0456",
"willmar-mn","","","","1301 24th St NW","Willmar, MN 56201","","0","No Availability","2 wks","m16rp7j","https://www.apartments.com/1301-24th-st-nw-willmar-mn/m16rp7j/","","1301 24th St NW","undefined","https://images1.apartments.com/i2/Mwkna7Lu50xcu65qXgKVfc9YpZn5Npf3X47umrN13xc/104/1301-24th-st-nw-willmar-mn-primary-photo.jpg","1301 24th St NW","Willmar","MN","56201","45.13813","-95.07755",
"willmar-mn","","","","1609 5th St SW","Willmar, MN 56201","","0","No Availability","2 wks","f90m0jr","https://www.apartments.com/1609-5th-st-sw-willmar-mn/f90m0jr/","","1609 5th St SW","undefined","https://images1.apartments.com/i2/baV5yA4nAj0xR083Y1pBL130mmntgQSjj-y7zISD2LE/104/1609-5th-st-sw-willmar-mn-primary-photo.jpg","1609 5th St SW","Willmar","MN","56201","45.10531","-95.0456",
"willmar-mn","","","","Sunwood Apartments","2601 15th Ave NW, Willmar, MN 56201","","0","No Availability","2 wks","p29chzv","https://www.apartments.com/sunwood-apartments-willmar-mn/p29chzv/","","Sunwood Apartments","undefined","https://images1.apartments.com/i2/smVdnomoTVoGKP-of7Owktb2cuKG3qv2Kt4QJNz0h_s/104/sunwood-apartments-willmar-mn-building.jpg","2601 15th Ave NW","Willmar","MN","56201","45.13923","-95.07888",
"willmar-mn","","","","Dana Heights Apartments","1500 15th St SE, Willmar, MN 56201","","0","No Availability","2 wks","vpp726d","https://www.apartments.com/dana-heights-apartments-willmar-mn/vpp726d/","","Dana Heights Apartments","undefined","https://images1.apartments.com/i2/yFcyKnk_KH4mES6XWSYzRwHXIcNEZN8_yTCDBKjQe0k/104/dana-heights-apartments-willmar-mn-primary-photo.jpg","1500 15th St SE","Willmar","MN","56201","45.10624","-95.0245",
"willmar-mn","","","","316 Becker Ave","Willmar, MN 56201","","0","No Availability","2 wks","ek2v65q","https://www.apartments.com/316-becker-ave-willmar-mn/ek2v65q/","","316 Becker Ave","undefined","https://images1.apartments.com/i2/7V80uXLFeBehoPwYs-NZR_4oeyk2v8W0pwKONvGs-Rg/104/316-becker-ave-willmar-mn-primary-photo.jpg","316 Becker Ave","Willmar","MN","56201","45.12082","-95.04675",
"willmar-mn","","","","1809 5th St SW","Willmar, MN 56201","","0","No Availability","2 wks","0jp6wv1","https://www.apartments.com/1809-5th-st-sw-willmar-mn/0jp6wv1/","","1809 5th St SW","undefined","https://images1.apartments.com/i2/-wh-8SKmkp1T6ysp7O4FvP0EMcZKt-_ULpn44ELm1gk/104/1809-5th-st-sw-willmar-mn-primary-photo.jpg","1809 5th St SW","Willmar","MN","56201","45.10391","-95.04557",
"willmar-mn","","","","408 6th St SW","Willmar, MN 56201","","0","No Availability","2 wks","pmslvys","https://www.apartments.com/408-6th-st-sw-willmar-mn/pmslvys/","","408 6th St SW","undefined","https://images1.apartments.com/i2/6yhW8G6xaNVkPWIwDCWcZW6lxflpkpW_kbUeRIHNuBs/104/408-6th-st-sw-willmar-mn-primary-photo.jpg","408 6th St SW","Willmar","MN","56201","45.11953","-95.05085",
"willmar-mn","","","","Evergreen Ridge Apartments","1355 24th St NW, Willmar, MN 56201","","0","No Availability","2 wks","wj0gysk","https://www.apartments.com/evergreen-ridge-apartments-willmar-mn/wj0gysk/","","Evergreen Ridge Apartments","undefined","https://images1.apartments.com/i2/FLjtUCCvTEkdpim7PmSeZYcqdtmFp1kJYSM72ZTL1cc/104/evergreen-ridge-apartments-willmar-mn-primary-photo.jpg","1355 24th St NW","Willmar","MN","56201","45.1386","-95.07761",
"willmar-mn","","","","Fairview Apartments","1213 24th St NW, Willmar, MN 56201","","0","No Availability","2 wks","95cr846","https://www.apartments.com/fairview-apartments-willmar-mn/95cr846/","","Fairview Apartments","undefined","https://images1.apartments.com/i2/oXMS-y1Ag0_LGUGOeUDhYxaIO7bdcDKACIW4-yuP928/104/fairview-apartments-willmar-mn-primary-photo.jpg","1213 24th St NW","Willmar","MN","56201","45.13665","-95.07818",
"willmar-mn","","","","505 15th Ave SW","Willmar, MN 56201","","0","No Availability","2 wks","79dnney","https://www.apartments.com/505-15th-ave-sw-willmar-mn/79dnney/","","505 15th Ave SW","undefined","https://images1.apartments.com/i2/HKWEo2Ui1r3tW4rmaFa9nsC6y2YVWaCig9dy4SKxgDY/104/505-15th-ave-sw-willmar-mn-primary-photo.jpg","505 15th Ave SW","Willmar","MN","56201","45.10668","-95.0475",
"willmar-mn","","","","Hanson Apartments","405 Lakeland Dr SE, Willmar, MN 56201","","0","No Availability","2 wks","kvv368b","https://www.apartments.com/hanson-apartments-willmar-mn/kvv368b/","","Hanson Apartments","undefined","https://images1.apartments.com/i2/EwWNjXIMhd5yMiDdV1Zy1HUAhlN3LVgOsiXsbV6aWa4/104/hanson-apartments-willmar-mn-primary-photo.jpg","405 Lakeland Dr SE","Willmar","MN","56201","45.12078","-95.02121",
"willmar-mn","","","","Sunwood Apartments","2609 15th Ave NW, Willmar, MN 56201","","0","No Availability","2 wks","1pb95l5","https://www.apartments.com/sunwood-apartments-willmar-mn/1pb95l5/","","Sunwood Apartments","undefined","https://images1.apartments.com/i2/KE_tyge6Y0FfaL1JnoQxjZhNIB7LUvWiOVzKEFvZLh0/104/sunwood-apartments-willmar-mn-primary-photo.jpg","2609 15th Ave NW","Willmar","MN","56201","45.13926","-95.07955",
"willmar-mn","","","","Lakeland Estates","325-329 Lakeland Dr SE, Willmar, MN 56201","","0","No Availability","2 wks","eqq95zm","https://www.apartments.com/lakeland-estates-willmar-mn/eqq95zm/","","Lakeland Estates","undefined","https://images1.apartments.com/i2/OfchTLv7mRZp22wni38OANRBuiKkRaPTLx207uxm-bA/104/lakeland-estates-willmar-mn-primary-photo.jpg","325-329 Lakeland Dr SE","Willmar","MN","56201","45.12238","-95.02163",
"willmar-mn","","","","Maplewood Apartments II","1409 5th St SW, Willmar, MN 56201","","0","No Availability","2 wks","chd8dtd","https://www.apartments.com/maplewood-apartments-ii-willmar-mn/chd8dtd/","","Maplewood Apartments II","undefined","https://images1.apartments.com/i2/hIjK63844EsNnCRKOGrDchMFiQ1sDBx4uir6f1sLQPU/104/maplewood-apartments-ii-willmar-mn-primary-photo.jpg","1409 5th St SW","Willmar","MN","56201","45.10751","-95.04611",
"willmar-mn","","","","Hanson Apartments","401 Lakeland Dr SE, Willmar, MN 56201","","0","No Availability","2 wks","qxe93by","https://www.apartments.com/hanson-apartments-willmar-mn/qxe93by/","","Hanson Apartments","undefined","https://images1.apartments.com/i2/10T9I6P7QV2PC5fw-OPKxwLahPEKMtsFjzvfKjXH59I/104/hanson-apartments-willmar-mn-building-photo.jpg","401 Lakeland Dr SE","Willmar","MN","56201","45.12107","-95.02152",
"wilmington-de","599","$599","1 Bedroom","Rodney Court 62+ Community","1100 Pennsylvania Ave, Wilmington, DE 19806","844-330-4380","0","Available Soon","2 wks","hkfveq3","https://www.apartments.com/rodney-court-62-community-wilmington-de/hkfveq3/","https://images1.apartments.com/i2/Yejenr_ewWSuCJQJCK23QfjjY4nApCFLd6NC-EpUpWQ/106/rodney-court-62-community-wilmington-de-front-entrance.jpg","Rodney Court 62+ Community","https://images1.apartments.com/i2/_qUc7LHnZgHAMzYl-fIeTu5jUhUh0nszR1UhD_qed0o/110/ingerman-logo.png","https://images1.apartments.com/i2/Yejenr_ewWSuCJQJCK23QfjjY4nApCFLd6NC-EpUpWQ/106/rodney-court-62-community-wilmington-de-front-entrance.jpg","1100 Pennsylvania Ave","Wilmington","DE","19806","39.75249","-75.55723",
"wilmington-de","665","$665 - 765","1-2 Bedroom","Wawaset Place Apartments","818 Woodlawn Ave, Wilmington, DE 19805","","1","Available Now","2 wks","sm0w9c6","https://www.apartments.com/wawaset-place-apartments-wilmington-de/sm0w9c6/","https://images1.apartments.com/i2/cxZL5d5rEgb1b2h5SGtZimLd7qmdXmX7a0MBIFIC5UM/104/wawaset-place-apartments-wilmington-de-primary-photo.jpg","Wawaset Place Apartments","undefined","https://images1.apartments.com/i2/cxZL5d5rEgb1b2h5SGtZimLd7qmdXmX7a0MBIFIC5UM/104/wawaset-place-apartments-wilmington-de-primary-photo.jpg","818 Woodlawn Ave","Wilmington","DE","19805","39.7536","-75.57361",
"wilmington-de","675","$675","1 Bedroom","502 Essex Ave Unit 3","Wilmington, DE 19804","","1","Available Now","","0qgmx53","https://www.apartments.com/502-essex-ave-wilmington-de/0qgmx53/","https://images1.apartments.com/i2/tI9HADzl17CNH-4ZeBWTJAnJSe0HiSgPFXpna3783NM/104/502-essex-ave-wilmington-de-building-photo.jpg","502 Essex Ave Unit 3","undefined","https://images1.apartments.com/i2/tI9HADzl17CNH-4ZeBWTJAnJSe0HiSgPFXpna3783NM/104/502-essex-ave-wilmington-de-building-photo.jpg","502 Essex Ave Unit 3","Wilmington","DE","19804","39.72533","-75.59661",
"wilmington-de","699","$699 - 1,174","Studio - 3 Bedroom","Limestone Terrace","4605 Patrician Terrace Blvd, Wilmington, DE 19808","844-533-7029","1","Available Now","2 wks","0z0tl30","https://www.apartments.com/limestone-terrace-wilmington-de/0z0tl30/","https://images1.apartments.com/i2/-TWJnrmu01oELpF7vBc1rZeK1CppwZr_dMeO0RFrcR4/106/limestone-terrace-wilmington-de-building-photo.jpg","Limestone Terrace","https://images1.apartments.com/i2/rlG6e2UOlY5_qamilOCZkC6KYejPqO5kYdu23Z8RfQ0/110/sterling-bridge-investment-partners-llc-logo.png","https://images1.apartments.com/i2/-TWJnrmu01oELpF7vBc1rZeK1CppwZr_dMeO0RFrcR4/106/limestone-terrace-wilmington-de-building-photo.jpg","4605 Patrician Terrace Blvd","Wilmington","DE","19808","39.72119","-75.65589",
"wilmington-de","699","$699 - 989","Studio - 2 Bedroom","Brandywine Hills","4310 Miller Rd, Wilmington, DE 19802","844-410-5163","0","Available Soon","2 wks","59ses6q","https://www.apartments.com/brandywine-hills-wilmington-de/59ses6q/","https://images1.apartments.com/i2/UciuB9KEX0CKllHOzzCL0lKdj37Oxe95y6eiQeNbJdI/106/brandywine-hills-wilmington-de-beautifully-landscaped-grounds.jpg","Brandywine Hills","https://images1.apartments.com/i2/8I7D34MOaj7GhEku9FWOt2Bbv9yV4ocBPaPSxfjXGIc/110/evergreen-apartment-group-logo.png","https://images1.apartments.com/i2/UciuB9KEX0CKllHOzzCL0lKdj37Oxe95y6eiQeNbJdI/106/brandywine-hills-wilmington-de-beautifully-landscaped-grounds.jpg","4310 Miller Rd","Wilmington","DE","19802","39.77059","-75.53074",
"wilmington-de","700","$700","1 Bedroom","507 W 7th St Unit Apt 1","Wilmington, DE 19801","","1","Available Now","1 day","gg3wwex","https://www.apartments.com/507-w-7th-st-wilmington-de/gg3wwex/","","507 W 7th St Unit Apt 1","undefined","https://images1.apartments.com/i2/h1DJLG6GE-OIt8F-2bnLOqIUSFf5_kj1bA2U-_7EIHE/104/507-w-7th-st-wilmington-de-building-photo.jpg","507 W 7th St Unit Apt 1","Wilmington","DE","19801","39.74455","-75.55392",
"wilmington-de","720","$720 - 1,100","1-3 Bedroom","Riverfront Heights","1600 Bonwood Rd, Wilmington, DE 19805","302-504-8081","1","Available Now","2 wks","nvsq7yp","https://www.apartments.com/riverfront-heights-wilmington-de/nvsq7yp/","","Riverfront Heights","https://images1.apartments.com/i2/8I7D34MOaj7GhEku9FWOt2Bbv9yV4ocBPaPSxfjXGIc/110/evergreen-apartment-group-logo.png","https://images1.apartments.com/i2/9NoUuMc5QqZT_pmNVUbMv39bGrcpQuFS-vXD-8srvPk/106/riverfront-heights-wilmington-de-private-entrances-and-balconies.jpg","1600 Bonwood Rd","Wilmington","DE","19805","39.73007","-75.57294",
"wilmington-de","722","$722 - 1,315","Studio - 1 Bedroom","MKT","605 N Market St, Wilmington, DE 19801","302-246-5871","1","Available Now","2 days","0wpxzs0","https://www.apartments.com/mkt-wilmington-de/0wpxzs0/","","MKT","https://images1.apartments.com/i2/REoZTtvMQCAErQXCpn9IwW2TkekZ4RnsSDnaIhD70pg/110/bpg-real-estate-services-llc-logo.png","https://images1.apartments.com/i2/YAkAYEIHG54AJPRhkJmVISkEyln52eOqGgISLHQPzX4/106/mkt-wilmington-de-627-mkt.jpg","605 N Market St","Wilmington","DE","19801","39.74224","-75.5504",
"wilmington-de","723","$723 - 1,200","1-3 Bedroom","Greenville on 141 Apartments & Townhomes","13 Lowry Dr, Wilmington, DE 19805","844-743-4521","1","Available Now","7 hrs","l0mnf7g","https://www.apartments.com/greenville-on-141-apartments-townhomes-wilmington-de/l0mnf7g/","","Greenville on 141 Apartments & Townhomes","https://images1.apartments.com/i2/lqNg2swwa_SkVQ5N6QP_RT2fYfgRCInj4SG0t5WN9D8/110/westover-companies-logo.png","https://images1.apartments.com/i2/8SrlHbSozCB1M8K7sJPDSPfdnOwFqvIDTB2-EksYUXY/106/greenville-on-141-apartments-townhomes-wilmington-de-building-photo.jpg","13 Lowry Dr","Wilmington","DE","19805","39.74806","-75.61276",
"wilmington-de","724","$724 - 939","Studio - 2 Bedroom","Driftwood Club","125 Greenbank Rd, Wilmington, DE 19808","844-255-4006","1","Available Now","1 wk","w9h614j","https://www.apartments.com/driftwood-club-wilmington-de/w9h614j/","","Driftwood Club","https://images1.apartments.com/i2/8I7D34MOaj7GhEku9FWOt2Bbv9yV4ocBPaPSxfjXGIc/110/evergreen-apartment-group-logo.png","https://images1.apartments.com/i2/JjkcCYaaC0DeZAl-PpHP888eaIIGczk4OXZ2aqNZ50k/106/driftwood-club-wilmington-de-master-bedroom.jpg","125 Greenbank Rd","Wilmington","DE","19808","39.73857","-75.6249",
"wilmington-de","725","$725 - 825","1-2 Bedroom","Parklynn Apartments","5 Ruth Rd, Wilmington, DE 19805","302-613-7054","1","Available Now","2 wks","wy38kxk","https://www.apartments.com/parklynn-apartments-wilmington-de/wy38kxk/","","Parklynn Apartments","https://images1.apartments.com/i2/PHVFctfLbja1szi7mtmz9OHwNtStW2cPVP0WKzFe_cI/110/property-management-services-logo.png","https://images1.apartments.com/i2/dPSGkrsBywdvJz4npJbQmM468L9IxB7yMJOAsn_My7Y/106/parklynn-apartments-wilmington-de-building-photo.jpg","5 Ruth Rd","Wilmington","DE","19805","39.74103","-75.59971",
"wilmington-de","725","$725","House for Rent","2500 Baynard Blvd","Wilmington, DE 19802","","1","Available Now","3 hrs","4s0xqlk","https://www.apartments.com/2500-baynard-blvd-wilmington-de/4s0xqlk/","","2500 Baynard Blvd","undefined","https://images1.apartments.com/i2/8O5DdwWF9c5dCGGZRzRmbV6D1YB1HsS9UcQbEuTpYXM/104/2500-baynard-blvd-wilmington-de-primary-photo.jpg","2500 Baynard Blvd","Wilmington","DE","19802","39.76137","-75.54209",
"wilmington-de","728","$728 - 1,215","Studio - 2 Bedroom","Gilpin Place Apartments","1301 Gilpin Ave, Wilmington, DE 19806","484-696-4691","1","Available Now","7 hrs","sj72vj4","https://www.apartments.com/gilpin-place-apartments-wilmington-de/sj72vj4/","","Gilpin Place Apartments","https://images1.apartments.com/i2/lqNg2swwa_SkVQ5N6QP_RT2fYfgRCInj4SG0t5WN9D8/110/westover-companies-logo.png","https://images1.apartments.com/i2/5XKfMCupUDV2FEae7pQqH7bLJ0aYnqOtxXRFcazluOs/106/gilpin-place-apartments-wilmington-de-building-photo.jpg","1301 Gilpin Ave","Wilmington","DE","19806","39.75511","-75.55726",
"wilmington-de","730","$730 - 945","Studio - 2 Bedroom","Heritage Court Apartments","5597 Heritage Court Dr, Wilmington, DE 19808","866-356-1444","1","Available Now","2 wks","sd2wgn4","https://www.apartments.com/heritage-court-apartments-wilmington-de/sd2wgn4/","","Heritage Court Apartments","https://images1.apartments.com/i2/3XZ7wPlHmRSj_5dQ8ySTaUALFy-I03livgDYF4JLrpM/110/mid-atlantic-realty-logo.png","https://images1.apartments.com/i2/TlODIFfd9V3BFrZp10AEhBeHtdw_xAyGdzQvBijs4DE/106/heritage-court-apartments-wilmington-de-building-photo.jpg","5597 Heritage Court Dr","Wilmington","DE","19808","39.71716","-75.6727",
"wilmington-de","743","$743 - 786","Studio - 1 Bedroom","Market Street Village","838 N Market St, Wilmington, DE 19801","844-487-3324","1","Available Now","1 wk","r54k782","https://www.apartments.com/market-street-village-wilmington-de/r54k782/","","Market Street Village","https://images1.apartments.com/i2/_qUc7LHnZgHAMzYl-fIeTu5jUhUh0nszR1UhD_qed0o/110/ingerman-logo.png","https://images1.apartments.com/i2/ui6Okb2HL6PatvkhQKm4o-_PcFrwNos7m_RSS-kz68U/106/market-street-village-wilmington-de-kitchen.jpg","838 N Market St","Wilmington","DE","19801","39.74442","-75.54822",
"wilmington-de","749","$749 - 915","1-2 Bedroom","Midway Park","4815 Old Capitol Trl, Wilmington, DE 19808","844-837-3763","1","Available Now","1 wk","mfgvhyl","https://www.apartments.com/midway-park-wilmington-de/mfgvhyl/","","Midway Park","https://images1.apartments.com/i2/8I7D34MOaj7GhEku9FWOt2Bbv9yV4ocBPaPSxfjXGIc/110/evergreen-apartment-group-logo.png","https://images1.apartments.com/i2/Us-SDLQTpmqRIJuUm3EYX-0PYzNomX9V2xaPeQ6utUs/106/midway-park-wilmington-de-building-photo.jpg","4815 Old Capitol Trl","Wilmington","DE","19808","39.72084","-75.66186",
"wilmington-de","760","$760","1 Bedroom","505 E Highland Ave Unit 7","Wilmington, DE 19804","","1","Available Now","","79c8rtz","https://www.apartments.com/505-e-highland-ave-wilmington-de/79c8rtz/","","505 E Highland Ave Unit 7","undefined","https://images1.apartments.com/si2/9EPtjjfbjVg48oc_TL58mMDPaY-Ph6HujW-fFDvTq90TxJVu9BPEQjRU1CT9W4lx/117/image.jpg","505 E Highland Ave Unit 7","Wilmington","DE","19804","39.71764","-75.60247",
"wilmington-de","765","$765 - 825","1 Bedroom","Valley Run Apartments and Townhomes","2601 Carpenter Station Rd, Wilmington, DE 19810","","1","Available Now","2 wks","30t5y8e","https://www.apartments.com/valley-run-apartments-and-townhomes-wilmington-de/30t5y8e/","","Valley Run Apartments and Townhomes","undefined","https://images1.apartments.com/i2/rIKNV4YH7lioxS9jKtkVMe2UwXWDpf3gNQAQG_qltSc/104/valley-run-apartments-and-townhomes-wilmington-de-primary-photo.jpg","2601 Carpenter Station Rd","Wilmington","DE","19810","39.82183","-75.46426",
"wilmington-de","770","$770 - 1,098","1-2 Bedroom","Cedar Tree Apartments","2512 Cedar Tree Dr, Wilmington, DE 19810","844-305-1002","1","Available Now","7 hrs","lq47keg","https://www.apartments.com/cedar-tree-apartments-wilmington-de/lq47keg/","","Cedar Tree Apartments","https://images1.apartments.com/i2/lqNg2swwa_SkVQ5N6QP_RT2fYfgRCInj4SG0t5WN9D8/110/westover-companies-logo.png","https://images1.apartments.com/i2/M9CXkS_9y_hKy42shCvwR3QJWjdhfyMy1Myo7RCEsAg/106/cedar-tree-apartments-wilmington-de-building-photo.jpg","2512 Cedar Tree Dr","Wilmington","DE","19810","39.82495","-75.49747",
"wilmington-de","790","$790 - 940","1-2 Bedroom","Cranston Hall Apartments","3314 Old Capitol Trl, Wilmington, DE 19808","","1","Available Now","1 hr","5vj0rqm","https://www.apartments.com/cranston-hall-apartments-wilmington-de/5vj0rqm/","","Cranston Hall Apartments","undefined","https://images1.apartments.com/i2/N1uCkikdn0Ieq94xEce7jskV0YEJN5C3f9pYDx-4sCE/104/cranston-hall-apartments-wilmington-de-building-photo.jpg","3314 Old Capitol Trl","Wilmington","DE","19808","39.73221","-75.62441",
"wilmington-de","795","$795","Townhome for Rent","2904 N Market St","Wilmington, DE 19802","","1","Available Now","2 hrs","llxxw1e","https://www.apartments.com/2904-n-market-st-wilmington-de/llxxw1e/","","2904 N Market St","undefined","https://images1.apartments.com/i2/1P8b6rdNfRNnz1G53F0NyoMffPdvgVownSQLE8UHd1g/104/2904-n-market-st-wilmington-de-primary-photo.jpg","2904 N Market St","Wilmington","DE","19802","39.75561","-75.53266",
"wilmington-de","795","$795","House for Rent","2213 Greenstone Rd","Wilmington, DE 19810","","1","Available Now","2 hrs","0xcdls2","https://www.apartments.com/2213-greenstone-rd-wilmington-de/0xcdls2/","","2213 Greenstone Rd","undefined","https://images1.apartments.com/i2/JqdQkoDu4jXfCcbh_q-DgpF044mTs63FhTUwvtbWAoE/104/2213-greenstone-rd-wilmington-de-primary-photo.jpg","2213 Greenstone Rd","Wilmington","DE","19810","39.82569","-75.52037",
"wilmington-de","799","$799 - 889","1-2 Bedroom","Newport Terrace","100 Ethan Ct, Wilmington, DE 19804","844-812-8436","0","Available Soon","2 wks","0143zq2","https://www.apartments.com/newport-terrace-wilmington-de/0143zq2/","","Newport Terrace","https://images1.apartments.com/i2/8I7D34MOaj7GhEku9FWOt2Bbv9yV4ocBPaPSxfjXGIc/110/evergreen-apartment-group-logo.png","https://images1.apartments.com/i2/XS1PPds4QUKx6P30jfX2GsTH6wS70mMG2EXnZgerXPg/106/newport-terrace-wilmington-de-interior-photo.jpg","100 Ethan Ct","Wilmington","DE","19804","39.71477","-75.61118",
"wilmington-de","813","$813 - 1,185","Studio - 3 Bedroom","Mill Creek Village","131 Scarborough Park Dr, Wilmington, DE 19804","844-742-9161","1","Available Now","2 wks","kfb6nt8","https://www.apartments.com/mill-creek-village-wilmington-de/kfb6nt8/","","Mill Creek Village","https://images1.apartments.com/i2/rlG6e2UOlY5_qamilOCZkC6KYejPqO5kYdu23Z8RfQ0/110/sterling-bridge-investment-partners-llc-logo.png","https://images1.apartments.com/i2/d6zXCSw5ojAcOvpsBDVMMCfk7BT6gfXSfUOuZgMLVl8/106/mill-creek-village-wilmington-de-building-photo.jpg","131 Scarborough Park Dr","Wilmington","DE","19804","39.73492","-75.58608",
"wilmington-de","815","$815 - 2,319","Studio - 3 Bedroom","The Residences at Rodney Square","902-912 N Market St, Wilmington, DE 19801","844-655-3313","1","Available Now","1 minute ago","zt6jsfy","https://www.apartments.com/the-residences-at-rodney-square-wilmington-de/zt6jsfy/","","The Residences at Rodney Square","https://images1.apartments.com/i2/REoZTtvMQCAErQXCpn9IwW2TkekZ4RnsSDnaIhD70pg/110/bpg-real-estate-services-llc-logo.png","https://images1.apartments.com/i2/kKKdl0exzYaNjmFTjVXK06bGXEpQnrSUDZ1WcnsbiB8/106/the-residences-at-rodney-square-wilmington-de-building-photo.jpg","902-912 N Market St","Wilmington","DE","19801","39.74481","-75.54743",
"wilmington-nc","500","$500","Studio - 2 Bedroom","Campus Edge Condominiums","450 Racine Dr, Wilmington, NC 28403","844-461-8759","1","Available Now","2 wks","gcvqglx","https://www.apartments.com/campus-edge-condominiums-wilmington-nc/gcvqglx/","https://images1.apartments.com/i2/IZncryXP1LXErh_u9nI84MGpyYxNbjFOqgocvu94uYY/106/campus-edge-condominiums-wilmington-nc-building-photo.jpg","Campus Edge Condominiums","undefined","https://images1.apartments.com/i2/IZncryXP1LXErh_u9nI84MGpyYxNbjFOqgocvu94uYY/106/campus-edge-condominiums-wilmington-nc-building-photo.jpg","450 Racine Dr","Wilmington","NC","28403","34.23184","-77.87146",
"wilmington-nc","530","$530 - 810","1-3 Bedroom","The Glen Apartments","4641 Fillmore Dr, Wilmington, NC 28403","888-557-0463","0","Not Available","3 days","0qcnz11","https://www.apartments.com/the-glen-apartments-wilmington-nc/0qcnz11/","https://images1.apartments.com/i2/FLKXYiL8gNEVlD3nseTw7qKLKAeOuYOr_FlFC1fjGNc/106/the-glen-apartments-wilmington-nc-building-photo.jpg","The Glen Apartments","https://images1.apartments.com/i2/b8FWZND1XYNr-JLcLv1C4wSXJipxaVMq0ALYE5IwvnQ/110/phillips-management-group-logo.png","https://images1.apartments.com/i2/FLKXYiL8gNEVlD3nseTw7qKLKAeOuYOr_FlFC1fjGNc/106/the-glen-apartments-wilmington-nc-building-photo.jpg","4641 Fillmore Dr","Wilmington","NC","28403","34.22824","-77.88047",
"wilmington-nc","550","$550 - 695","1-2 Bedroom","Colonial Parke","5034 Hunt Club Rd, Wilmington, NC 28403","844-531-8799","1","Available Now","1 wk","xev4p1m","https://www.apartments.com/colonial-parke-wilmington-nc/xev4p1m/","https://images1.apartments.com/i2/el14DYOeYf-FN_G3uoeqr2Sc9kTYQA3LOfIaUUbeRIw/117/colonial-parke-wilmington-nc-building-photo.jpg","Colonial Parke","https://images1.apartments.com/i2/WiCLUrBZcXEVHM9cu-lz8K36CSgg95lyF9Z4BjoCcL4/110/gmk-apartments-logo.png","https://images1.apartments.com/i2/el14DYOeYf-FN_G3uoeqr2Sc9kTYQA3LOfIaUUbeRIw/117/colonial-parke-wilmington-nc-building-photo.jpg","5034 Hunt Club Rd","Wilmington","NC","28403","34.24004","-77.88135",
