title,latitude,longitude,city,state,category_title,price,stars,star_rating
Trinity River Resort & RV Park,40.71878,-122.824295,Lewiston,California,RV Park,,3,1.5
Lake of Three Fires State Park,40.715805,-94.685074,Bedford,Iowa,State Park,,3,1.5
Knolls Recreation Area,40.714935,-113.28444,Grantsville,Utah,BLM,,3,1.5
Thomas Canyon,40.65,-115.405,Lamoille,Nevada,National Forest,,3,1.5
Reservoir Campground,40.57518,-110.3259,Duchesne,Utah,National Forest,,3,1.5
Hubinger Landing Park,40.391,-91.38,Keokuk,Iowa,County Park,,3,1.5
Trough Creek State Park,40.311,-78.129,James Creek,Pennsylvania,State Park,,3,1.5
Mattole Beach Campground,40.289196,-124.35587,Petrolia,California,BLM,,3,1.5
Canyon View RV Park,40.08172,-111.60158,Spanish Fork,Utah,City Park,,3,1.5
Scarlett Knob Campground,39.887745,-79.46274,Ohiopyle,Pennsylvania,RV Park,,3,1.5
Wolf Run State Park,39.791424,-81.54041,Caldwell,Ohio,State Park,,3,1.5
Horton Mission Lake,39.671,-95.515,Horton,Kansas,County Park,,3,1.5
South Park Mobile Home & RV Community,39.650055,-105.024124,Englewood,Colorado,RV Park,,3,1.5
Breckenridge RV Dump Station,39.56659,-106.05236,Breckenridge,Colorado,Dump Station,,3,1.5
Lane Farm,39.435,-81.359,Marietta,Ohio,National Forest,,3,1.5
Irwin City Park,39.361,-85.969,Edinburgh,Indiana,City Park,,3,1.5
Dayton State Park,39.249283,-119.58714,Dayton,Nevada,State Park,,3,1.5
Little Bennett Regional Park,39.246933,-77.29068,Clarksburg,Maryland,County Park,,3,1.5
Slough Creek Campground,39.142273,-95.43167,Perry,Kansas,Army Corps Of Engineers,,3,1.5
Minneapolis City Park,39.119,-97.711,Minneapolis,Kansas,City Park,,3,1.5
Paynetown  State Rec Area,39.083,-86.439,Bloomington,Indiana,State Park,,3,1.5
Pere Marquette State Park,38.977,-90.542,Grafton,Illinois,State Park,,3,1.5
Historic Camp Richardson,38.934135,-120.04111,South Lake Tahoe,California,RV Park,,3,1.5
Trails End Campground,38.7619,-90.12157,Granite City,Illinois,RV Park,,3,1.5
Confluence Park Dump Station,38.750065,-108.074776,Delta,Colorado,Dump Station,,3,1.5
Topaz Lake RV Park,38.681896,-119.54806,Topaz,California,RV Park,,3,1.5
Masons Draw Campground,38.54289,-109.303116,Moab,Utah,National Forest,,3,1.5
Monarch Park,38.516,-106.325,Salida,Colorado,National Forest,,3,1.5
Kanawha State Forest,38.247,-81.659,Charleston,West Virginia,Dept. Natural Resources,,3,1.5
Miller's Rest Area Dump Station,38.14048,-117.4543,Tonopah,Nevada,Dump Station,,3,1.5
Telluride Wastewater Treatment Plant,37.949627,-107.87363,Telluride,Colorado,Dump Station,,3,1.5
Greenhorn Meadows Park,37.936,-104.846,Pueblo,Colorado,County Park,,3,1.5
El Dorado State Park,37.834034,-96.78498,El Dorado,Kansas,State Park,,3,1.5
Lake Murphysboro State Park,37.779,-89.383,Murphysboro,Illinois,State Park,,3,1.5
Damsite,37.646,-96.069,Fall River,Kansas,Army Corps Of Engineers,,3,1.5
Bear Creek Lake State Park,37.533,-78.274,Cumberland,Virginia,State Park,,3,1.5
Fisherman's Bend,37.353203,-120.98205,Newman,California,RV Park,,3,1.5
Target Tree Campground,37.340496,-108.1881,Hesperus,Colorado,National Forest,,3,1.5
Marvel Park,37.338,-95.247,Parsons,Kansas,County Park,,3,1.5
Morris Creek Boat Ramp,37.300922,-76.899025,Charles City,Virginia,Dept. Fish & Wildlife,,3,1.5
Cherryvale,37.284,-95.471,Cherryvale,Kansas,Army Corps Of Engineers,,3,1.5
Green River Lake State Park,37.272,-85.337,Campbellsville,Kentucky,State Park,,3,1.5
Kentucky Dam Village State Park,37.012,-88.282,Gilbertsville,Kentucky,State Park,,3,1.5
Bluestem Lake,36.647,-96.392,Pawhuska,Oklahoma,County Park,,3,1.5
Whigham Park,36.39,-100.802,Perryton,Texas,County Park,,3,1.5
Wolf Creek Park,36.222496,-100.64265,Perryton,Texas,County Park,,3,1.5
Ozark Campground,36.06323,-93.160805,Jasper,Arkansas,National Park,,3,1.5
Afton Landing,35.946,-95.487,Wagoner,Oklahoma,Army Corps Of Engineers,,3,1.5
Storrie Lake State Park,35.658,-105.232,Las Vegas,New Mexico,State Park,,3,1.5
Tetilla Peak,35.647,-106.305,Cochiti Lake,New Mexico,Army Corps Of Engineers,,3,1.5
Henry Horton State Park,35.59,-86.695,Lewisburg,Tennessee,State Park,,3,1.5
Old Stone Fort State Park,35.494,-86.102,Manchester,Tennessee,State Park,,3,1.5
Arrowhead,35.439,-80.072,Troy,North Carolina,National Forest,,3,1.5
American Canyon Campground,35.284416,-120.26663,Santa Margarita,California,National Forest,,3,1.5
Flying J Travel Plaza,35.21986,-114.00755,Kingman,Arizona,Dump Station,,3,1.5
Texaco Gas Station,35.191128,-114.06982,Kingman,Arizona,Dump Station,,3,1.5
Harrison Bay State Park,35.168,-85.112,Harrison,Tennessee,State Park,,3,1.5
McDowell Nature Preserve,35.101,-81.023,Charlotte,North Carolina,County Park,,3,1.5
Flying J Travel Plaza,35.07885,-106.74579,Albuquerque,New Mexico,Dump Station,,3,1.5
Pickwick Landing State Park,35.055,-88.24,Counce,Tennessee,State Park,,3,1.5
Bates Canyon Campground,34.953625,-119.90773,Santa Barbara,California,National Forest,,3,1.5
Buffalo Lake National Wildlife Refuge,34.918785,-102.10952,Canyon,Texas,Dept. Fish & Wildlife,,3,1.5
Ballinger Campground,34.884018,-119.44493,Maricopa,California,National Forest,,3,1.5
Flying J Travel Plaza,34.854492,-117.08147,Barstow,California,Dump Station,,3,1.5
McFarland Park,34.784,-87.681,Florence,Alabama,County Park,,3,1.5
Giant Gas Station,34.722015,-112.00241,Cottonwood,Arizona,Dump Station,,3,1.5
Oak Flat Campground,34.59982,-118.72168,Castaic,California,National Forest,,3,1.5
Middle Santa Ynez Campground,34.510513,-119.579285,Santa Barbara,California,National Forest,,3,1.5
Hurricane Landing,34.496,-89.575,Abbeville,Mississippi,Army Corps Of Engineers,,3,1.5
Crossroads Campground,34.21159,-114.21583,Earp,California,BLM,,3,1.5
Majestic RV Center,34.167465,-118.834724,Thousand Oaks,California,Dump Station,,3,1.5
Morongo Travel Center,33.922382,-116.80389,Cabazon,California,Dump Station,,3,1.5
Pat Mayse West,33.845,-95.606,Arthur City,Texas,Army Corps Of Engineers,,3,1.5
North Graysport,33.831,-89.605,Coffeeville,Mississippi,Army Corps Of Engineers,,3,1.5
Love's Travel Stop,33.71725,-116.1707,Coachella,California,Dump Station,,3,1.5
Hassler's RV Park,33.66599,-114.22368,Quartzsite,Arizona,RV Park,,3,1.5
Buffalo Springs Lake,33.526,-101.727,Lubbock,Texas,County Park,,3,1.5
Selma City Park,33.484,-97.888,Bowie,Texas,City Park,,3,1.5
Stage Stop RV Park,33.421448,-112.868805,Tonopah,Arizona,RV Park,,3,1.5
Fisher’s Landing Resort Dry Camp,32.9712,-114.46087,Yuma,Arizona,Campground,,3,1.5
Squaw Lake Campground,32.90362,-114.47733,Winterhaven,California,BLM,,3,1.5
Mission Bay Park Visitor Center,32.789337,-117.2091,San Diego,California,Dump Station,,3,1.5
Love's Travel Stop,32.68654,-114.58282,Yuma,Arizona,Dump Station,,3,1.5
Bull Creek Park,32.594,-101.173,Ira,Texas,County Park,,3,1.5
Cheniere Lake Park,32.479458,-92.19669,West Monroe,Louisiana,County Park,,3,1.5
Lake Sweetwater Municipal Park,32.440746,-100.303055,Sweetwater,Texas,City Park,,3,1.5
Whispering Pines Campground,32.219337,-81.26027,Rincon,Georgia,RV Park,,3,1.5
Bluff Creek Campground,32.18575,-85.01366,Fort Mitchell,Alabama,Army Corps Of Engineers,,3,1.5
Shell Gas Station,32.118263,-110.7716,Tucson,Arizona,Dump Station,,3,1.5
Playa San Miguel,31.901413,-116.730194,San Miguel,Baja California,Unknown/Other,,3,1.5
Altamaha County Park,31.427,-81.607,Brunswick,Georgia,County Park,,3,1.5
Clayhole Swamp Wildlife Management Area,31.366095,-81.56913,Brunswick,Georgia,Dept. Natural Resources,,3,1.5
Walnut Creek Wastewater Treatment Plant,30.281265,-97.65429,Austin,Texas,Dump Station,,3,1.5
Dauphin Island City Park,30.25,-88.079,Dauphin Island,Alabama,City Park,,3,1.5
Lake Pointe Resort,29.901037,-98.21708,Canyon Lake,Texas,RV Park,,3,1.5
Independence City Park,29.484,-97.45,Gonzales,Texas,City Park,,3,1.5
Buzzard Roost RV Campground,29.424286,-100.90614,Del Rio,Texas,RV Park,,3,1.5
Lake Casablanca State Park,27.539,-99.451,Laredo,Texas,State Park,,3,1.5
Willow Creek State Rec Area,61.753,-150.058,Willow,Alaska,State Park,,2,1
Choteau City Park,47.813,-112.18,Choteau,Montana,City Park,,2,1
Pelican Point Landing,47.008,-98.742,Jamestown,North Dakota,County Park,,2,1
Lost Trail Hot Springs Resort,45.71663,-113.924416,Sula,Montana,RV Park,,2,1
Derrick Road Camping Area,45.316246,-123.94443,Cloverdale,Oregon,National Forest,,2,1
Sand Prairie,43.601,-122.451,Lane,Oregon,National Forest,,2,1
Coos Bay Dump Station,43.370388,-124.21184,Coos Bay,Oregon,Dump Station,,2,1
Bear Brook State Park,43.115,-71.331,Allenstown,New Hampshire,State Park,,2,1
Margaret Norrie State Park,41.84,-73.932,Staatsburg,New York,State Park,,2,1
Kettletown State Park,41.421,-73.205,Southbury,Connecticut,State Park,,2,1
Tomes RV Park,41.22002,-95.85696,Council Bluffs,Iowa,RV Park,,2,1
Council Cup Campground,41.09957,-76.10266,Wapwallopen,Pennsylvania,RV Park,,2,1
Swartswood State Park,41.076,-74.82,Newton,New Jersey,State Park,,2,1
Worthington State Forest,41.005,-75.104,Columbia,New Jersey,Dept. Natural Resources,,2,1
Poe Valley State Park,40.822,-77.468,Coburn,Pennsylvania,State Park,,2,1
Hope Campground,40.303123,-111.61637,Provo,Utah,National Forest,,2,1
Honeydew Creek Campground,40.23152,-124.11462,Honeydew,California,BLM,,2,1
Kooser State Park,40.06,-79.23,Somerset,Pennsylvania,State Park,,2,1
Riverside Park,39.857,-89.617,Springfield,Illinois,County Park,,2,1
Finger Lakes State Park,39.077,-92.33,Columbia,Missouri,State Park,,2,1
Aspen Trails Campgrounds,38.944458,-107.92577,Cedaredge,Colorado,RV Park,,2,1
Thomas City Park,38.865772,-97.61331,Salina,Kansas,Dump Station,,2,1
Horseshoe Lake Recreation Area,38.699,-90.066,Pontoon Beach,Illinois,State Park,,2,1
Smallwood State Park,38.554,-77.181,Marbury,Maryland,State Park,,2,1
Swift Run Campground,38.376934,-78.59021,Elkton,Virginia,RV Park,,2,1
TravelCenters of America,37.86113,-112.82929,Parowan,Utah,Dump Station,,2,1
Panguitch Lake Campground,37.701256,-112.65588,Panguitch,Utah,National Forest,,2,1
Lake Barkley State Park,36.848,-87.915,Cadiz,Kentucky,State Park,,2,1
Cumberland Falls State Park,36.845,-84.329,Williamsburg,Kentucky,State Park,,2,1
Philip S. Raine Rest Area Southbound,36.10643,-119.32407,Tulare,California,Dump Station,,2,1
Kings Mountain State Park,35.149,-81.335,Clover,South Carolina,State Park,,2,1
Valle Vista Campground,34.87816,-119.3416,Maricopa,California,National Forest,,2,1
Toad Springs Campground,34.860554,-119.228455,Maricopa,California,National Forest,,2,1
Andrew Jackson State Park,34.843,-80.81,Lancaster,South Carolina,State Park,,2,1
Persimmon Hill,34.136,-89.903,Oakland,Mississippi,Army Corps Of Engineers,,2,1
Atlanta West Campground,33.80039,-84.62531,Austell,Georgia,RV Park,,2,1
Lick Fork Lake,33.732,-82.037,Edgefield,South Carolina,National Forest,,2,1
Arco AM/PM Gas Station,33.27868,-115.96697,Salton City,California,Dump Station,,2,1
Highland Marina Resort,33.05759,-85.10172,LaGrange,Georgia,RV Park,,2,1
Dateland Travel Center,32.799397,-113.54094,Dateland,Arizona,Dump Station,,2,1
Mr. T's Gas Station,32.12796,-110.877815,Tucson,Arizona,Dump Station,,2,1
Anderson Pond Primitive Campground,30.563002,-86.51366,Valparaiso,Florida,Dept. Natural Resources,,2,1
Jaycee West City Park,47.108,-104.724,Glendive,Montana,City Park,,1,0.5
Buckhorn,45.755,-116.836,Imnaha,Oregon,National Forest,,1,0.5
Vigne,45.746,-117.022,Joseph,Oregon,National Forest,,1,0.5
Riverside City Park,45.652954,-108.75749,Laurel,Montana,City Park,,1,0.5
Chevron Gas Station,44.06733,-121.303024,Bend,Oregon,Dump Station,,1,0.5
Shell Gas Station,44.05628,-121.32622,Bend,Oregon,Dump Station,,1,0.5
Keystone RV Park,44.052013,-121.30165,Bend,Oregon,RV Park,,1,0.5
Merritt Reservoir  State Rec Area,42.596,-100.89,Valentine,Nebraska,State Park,,1,0.5
Aspen Family Campground,42.22046,-76.35877,Candor,New York,Campground,,1,0.5
Lake Macbride State Park,41.798,-91.577,Solon,Iowa,State Park,,1,0.5
Fremont Lakes  State Recreation Area,41.438683,-96.53879,Fremont,Nebraska,State Park,,1,0.5
Heritage Park,39.742012,-105.50869,Idaho Springs,Colorado,Dump Station,,1,0.5
Leisure Time Campground,39.099216,-80.474594,Weston,West Virginia,RV Park,,1,0.5
Tamarack Beach,38.738808,-118.766,Hawthorne,Nevada,BLM,,1,0.5
Black Oak Casino,37.973827,-120.24014,Tuolumne,California,Parking Lot,,1,0.5
Las Conchas,35.815,-106.525,Jemez Springs,New Mexico,National Forest,,1,0.5
Gallup Dump Station,35.53459,-108.73148,Gallup,New Mexico,Dump Station,,1,0.5
Meeker Lake,35.486,-96.94241,Meeker,Oklahoma,County Park,,1,0.5
Nichols Park,35.407,-95.979,Henryetta,Oklahoma,County Park,,1,0.5
Harrah's Laughlin Casino,35.14313,-114.58021,Laughlin,Nevada,Parking Lot,,1,0.5
Sycamore Flats Campground,34.41332,-117.82515,Pearblossom,California,National Forest,,1,0.5
Hickory Knob State Resort Park,33.882,-82.411,McCormick,South Carolina,State Park,,1,0.5
Niland Boat Ramp,33.34155,-115.66393,Niland,California,County Park,,1,0.5
Red Hill Marina Park,33.198265,-115.6092,Calipatria,California,County Park,,1,0.5
Chena River State Rec Area,64.903,-146.373,Fairbanks,Alaska,State Park,,0,0
Sourdough Fuel,64.761955,-147.34718,North Pole,Alaska,Dump Station,,0,0
Salcha River State Rec Area,64.469,-146.937,Salcha,Alaska,State Park,,0,0
Harding Lake State Rec Area,64.438,-146.882,Salcha,Alaska,State Park,,0,0
Birch Lake State Rec Area,64.319,-146.641,Salcha,Alaska,State Park,,0,0
Quartz Lake State Rec Area,64.198,-145.827,Delta Junction,Alaska,State Park,,0,0
Walker Fork,64.077,-141.633,Chicken,Alaska,BLM,,0,0
Yukon River Government Camp,64.075,-139.438,Dawson,Yukon Territory,Provincial Park,,0,0
Delta State Rec Area,64.06,-145.733,Delta Junction,Alaska,State Park,,0,0
Clearwater State Rec Area,64.055,-145.442,Delta Junction,Alaska,State Park,,0,0
Klondike River Government Camp,64.051,-139.113,Yukon, Unorganized,Yukon Territory,,0,0
Delta Petro-Wash,64.030754,-145.73334,Delta Junction,Alaska,Dump Station,,0,0
West Fork,63.886,-142.229,Southeast Fairbanks,Alaska,BLM,,0,0
Donnelly Creek State Rec Area,63.677,-145.883,Delta Junction,Alaska,State Park,,0,0
Moose Creek Government Camp,63.509,-137.03,Yukon, Unorganized,Yukon Territory,,0,0
Five Mile Lake Government Camp,63.39,-135.53,Yukon,Yukon Territory,Provincial Park,,0,0
Tok River State Rec Area,63.325,-142.839,Tok,Alaska,State Park,,0,0
Brushkana Creek,63.294,-148.055,Cantwell,Alaska,BLM,,0,0
Ethel Lake Government Camp,63.22,-136.15,Yukon, Unorganized,Yukon Territory,,0,0
Eagle Trail State Rec Area,63.165,-143.195,Tok,Alaska,State Park,,0,0
Paxson Lake,62.868,-145.535,Gakona,Alaska,BLM,,0,0
Sourdough Creek,62.528,-145.52,Gakona,Alaska,BLM,,0,0
Tatchun Creek Government Camp,62.283,-136.306,Yukon, Unorganized,Yukon Territory,,0,0
Lake Louise State Rec Area,62.28,-146.551,Glennallen,Alaska,State Park,,0,0
Johnson Lake Government Camp,62.209,-133.397,Faro,Yukon Territory,Provincial Park,,0,0
Drury Lake Government Camp,62.199,-134.381,Faro,Yukon Territory,Provincial Park,,0,0
Little Salmon Lake Government Camp,62.188,-134.988,Faro,Yukon Territory,Provincial Park,,0,0
Tatchun Lake Government Camp,62.17,-136.09,Carmacks,Yukon Territory,Provincial Park,,0,0
Nunatuk Government Camp,62.1,-135.48,Faro,Yukon Territory,Provincial Park,,0,0
Frenchman Lake Government Camp,62.07,-135.42,Faro,Yukon Territory,Provincial Park,,0,0
Little Nelchina State Rec Area,61.987,-146.951,Glennallen,Alaska,State Park,,0,0
Lapie Canyon Government Camp,61.987,-132.607,Ross River,Yukon Territory,Provincial Park,,0,0
Lake Creek Government Camp,61.854,-140.152,Yukon, Unorganized,Yukon Territory,,0,0
King Mountain State Rec Area,61.776,-148.495,Palmer,Alaska,State Park,,0,0
Twin Lakes Government Camp,61.703,-135.937,Yukon, Unorganized,Yukon Territory,,0,0
Finger Lake State Rec Area,61.61,-149.274,Wasilla,Alaska,State Park,,0,0
Big Lake North State Rec Area,61.543,-149.849,Wasilla,Alaska,State Park,,0,0
Frances Lake Government Camp,61.403,-129.645,Yukon, Unorganized,Yukon Territory,,0,0
Fox Lake Government Camp,61.245,-135.461,Yukon, Unorganized,Yukon Territory,,0,0
Kluane Wilderness Village,61.201508,-138.6832,Keno City,Yukon Territory,RV Park,,0,0
Aishihik Lake Government Campground,61.197,-136.994,Haines Junction,Yukon Territory,Provincial Park,,0,0
Nahanni Range Government Camp,61.16,-128.16,Yukon, Unorganized,Yukon Territory,,0,0
Quiet Lake North Government Camp,61.09,-133.05,Yukon, Unorganized,Yukon Territory,,0,0
Lake Laberge Government Camp,61.079,-135.207,Whitehorse,Yukon Territory,Provincial Park,,0,0
Quiet Lake South Government Camp,60.991,-133.025,Yukon, Unorganized,Yukon Territory,,0,0
Bertha Creek,60.751,-149.256,Hope,Alaska,National Forest,,0,0
Simpson Lake Government Camp,60.678,-129.231,Yukon, Unorganized,Yukon Territory,,0,0
Childs Glacier Recreation Area,60.661,-144.763,Valdez-Cordova,Alaska,National Park,,0,0
Takhini River Government Camp,60.653,-136.106,Haines Junction,Yukon Territory,Provincial Park,,0,0
Kathleen Lake,60.577,-137.209,Destruction Bay,Yukon Territory,National Park -  Canada,,0,0
Izaak Walton State Rec Area,60.536,-150.755,Sterling,Alaska,State Park,,0,0
Tern Lake,60.531,-149.557,Moose Pass,Alaska,Unknown/Other,,0,0
Morgans Landing State Rec Area,60.5,-150.863,Sterling,Alaska,State Park,,0,0
Crescent Creek,60.499,-149.688,Cooper Landing,Alaska,National Forest,,0,0
Squanga Lake Government Camp,60.446,-133.602,Yukon, Unorganized,Yukon Territory,,0,0
Ptarmigan Creek Trailhead,60.407,-149.362,Seward,Alaska,National Forest,,0,0
Dezadeash Lake Government Camp,60.398,-137.044,Haines Junction,Yukon Territory,Provincial Park,,0,0
Primrose Trailhead,60.341,-149.369,Seward,Alaska,National Forest,,0,0
Kasilof River State Rec Area,60.336,-151.235,Kasilof,Alaska,State Park,,0,0
Clam Gulch State Rec Area,60.233,-151.387,Clam Gulch,Alaska,State Park,,0,0
Big Creek Government Camp,60.159,-129.706,Yukon, Unorganized,Yukon Territory,,0,0
Snafu Lake Government Camp,60.134,-133.809,Yukon, Unorganized,Yukon Territory,,0,0
Seward RV Dump Station,60.11084,-149.43774,Seward,Alaska,Dump Station,,0,0
Million Dollar Falls Government Camp,60.108,-136.945,Haines Junction,Yukon Territory,Provincial Park,,0,0
Tarfu Lake Government Camp,60.076,-133.81,Yukon, Unorganized,Yukon Territory,,0,0
Surprise Lake,59.631,-133.421,Atlin,British Columbia,Provincial Recreation Site,,0,0
Mosquito Lake State Rec Area,59.453,-136.026,Haines,Alaska,State Park,,0,0
Eagle Camper Park,59.23787,-135.45668,Haines,Alaska,RV Park,,0,0
Chilkat State Park,59.148,-135.363,Haines,Alaska,State Park,,0,0
Sawmill Point,58.781,-130.096,Atlin,British Columbia,Provincial Recreation Site,,0,0
Waters Edge Campground,58.520393,-130.02882,Dease Lake,British Columbia,RV Park,,0,0
Auk Village,58.381,-134.737,Juneau,Alaska,National Forest,,0,0
Fort Abercrombie State Park,57.831,-152.36,Kodiak,Alaska,State Park,,0,0
Buskin River State Rec Area,57.763,-152.478,Kodiak,Alaska,State Park,,0,0
Kinaskan Lake Provincial Park,57.503,-130.222,Kitimat-Stikine D,British Columbia,Provincial Park,,0,0
Notikewin Provincial Park,57.281,-117.195,Clairmont,Alberta,Provincial Park,,0,0
Starrigavan,57.133,-135.369,Sitka,Alaska,National Forest,,0,0
Sawmill Creek,57.062,-135.207,Sitka,Alaska,National Forest,,0,0
Le Conte RV Park,56.81071,-132.95236,Petersburg,Alaska,RV Park,,0,0
Blind Slough,56.615,-132.823,Petersburg,Alaska,National Forest,,0,0
Ohmer Creek,56.58,-132.741,Petersburg,Alaska,National Forest,,0,0
Gregoire Lake Provincial Park,56.485,-111.185,Wood Buffalo,Alberta,Provincial Park,,0,0
Hangingstone Provincial Recreation Area,56.423,-111.37,Wood Buffalo,Alberta,Provincial Park,,0,0
Engstrom Lake Provincial Recreation Area,56.201,-110.913,Chard,Alberta,Provincial Park,,0,0
Meziadin Lake Provincial Park,56.089,-129.295,Kitimat-Stikine A,British Columbia,Provincial Park,,0,0
Uslika Lake,56.08,-125.241,Stikine Region,British Columbia,Provincial Recreation Site,,0,0
Taylor Lake - Buffalo Narrows Provincial Park,56.042,-108.671,Division No. 18, Unorganized,Saskatchewan,,0,0
Kiskatinaw Provincial Park,55.96,-120.571,Farmington,British Columbia,Provincial Park,,0,0
Moonshine Lake Provincial Park,55.884,-119.218,Blueberry Mountain,Alberta,Provincial Park,,0,0
Eagles Nest,55.707,-132.852,Prince of Wales-Outer Ketchikan,Alaska,National Forest,,0,0
Winagami Lake Provincial Park,55.618,-116.678,High Prairie,Alberta,Provincial Park,,0,0
Sudeten Heritage Park,55.541,-120.069,Peace River,British Columbia,RV Park,,0,0
Settlers Cove State Rec Area,55.511,-131.726,Ketchikan,Alaska,State Park,,0,0
Hilliards Bay Provincial Park,55.508,-116.002,Joussard,Alberta,Provincial Park,,0,0
Harris River,55.467,-132.862,Klawock,Alaska,National Forest,,0,0
Last Chance,55.445,-131.684,Ketchikan,Alaska,National Forest,,0,0
Lesser Slave Lake Provincial Park,55.443,-114.821,Widewater,Alberta,Provincial Park,,0,0
Signal Creek,55.409,-131.698,Ketchikan,Alaska,National Forest,,0,0
Fawcett Lake Provincial Recreation Area,55.31,-114.061,Smith,Alberta,Provincial Park,,0,0
One Island Lake Provincial Park,55.309,-120.28,Tomslake,British Columbia,Provincial Park,,0,0
Gataiga Lake,55.23,-123.07,Mackenzie,British Columbia,Provincial Recreation Site,,0,0
Saskatoon Island Provincial Park,55.205,-119.085,Wembley,Alberta,Provincial Park,,0,0
Keynton Lake,55.205,-127.767,Kitimat-Stikine B,British Columbia,Provincial Recreation Site,,0,0
Seeley Lake Provincial Park,55.198,-127.689,Hazelton,British Columbia,Provincial Park,,0,0
Nisgaa Memorial Lava Bed,55.196,-129.099,Nisga'a,British Columbia,Provincial Park,,0,0
Foot Lake,55.188,-120.458,Tomslake,British Columbia,Provincial Recreation Site,,0,0
Calling Lake Provincial Park,55.177,-113.275,Opportunity No. 17,Alberta,Provincial Park,,0,0
Sakeniche Crossing,55.141,-125.688,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
Simonette River Provincial Recreation Area,55.136,-118.182,Crooked Creek,Alberta,Provincial Park,,0,0
Tudyah Lake Provincial Park,55.061,-123.03,Fraser-Fort George G,British Columbia,Provincial Park,,0,0
Kloch Lake,55.058,-125.053,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
Lawrence Lake Provincial Recreation Area,54.991,-113.661,Hondo,Alberta,Provincial Park,,0,0
Inzana Lake,54.979,-124.661,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
Chain Lakes (Lower) Provincial Recreation Area,54.962,-113.504,Hondo,Alberta,Provincial Park,,0,0
Doris Lake,54.955,-126.553,Bulkley-Nechako G,British Columbia,Provincial Recreation Site,,0,0
Redwillow River,54.946,-120.24,Tumbler Ridge,British Columbia,Provincial Recreation Site,,0,0
Flatbed Creek,54.927,-120.748,Tumbler Ridge,British Columbia,Provincial Recreation Site,,0,0
Chapman Lake,54.913,-126.674,Bulkley-Nechako G,British Columbia,Provincial Recreation Site,,0,0
Touchwood Lake - Lakeland Provincial Recreation Area,54.86,-111.437,La Corey,Alberta,Provincial Park,,0,0
Red Bluff Provincial Park,54.849,-126.185,Granisle,British Columbia,Provincial Park,,0,0
Stony Lake E.,54.837,-120.56,Tumbler Ridge,British Columbia,Provincial Recreation Site,,0,0
Sir Winston Churchill Provincial Park,54.832,-111.976,Lac la Biche,Alberta,Provincial Park,,0,0
Carp Lake Provincial Park,54.825,-123.352,Fraser-Fort George G,British Columbia,Provincial Park,,0,0
Dolphin Lake,54.821,-124.458,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
Monkman Provincial Park,54.766,-121.202,Upper Fraser,British Columbia,Provincial Park,,0,0
Paul Lake,54.764,-126.251,Bulkley-Nechako B,British Columbia,Provincial Recreation Site,,0,0
Beaver Lake Provincial Recreation Area,54.758,-111.881,Lac la Biche,Alberta,Provincial Park,,0,0
Tacheeda Lakes NE.,54.73,-122.506,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Hart Farm,54.722,-128.788,Terrace,British Columbia,Provincial Recreation Site,,0,0
Red Sand Lake,54.71,-128.78,Terrace,British Columbia,Provincial Recreation Site,,0,0
Tacheeda Lakes Point,54.709,-122.529,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Tacheeda Lakes Middle,54.702,-122.532,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Seibert Lake - Lakeland Provincial Recreation Area,54.691,-111.264,Goodridge,Alberta,Provincial Park,,0,0
Wapiti River,54.681,-120.555,Tumbler Ridge,British Columbia,Provincial Recreation Site,,0,0
Cross Lake - Cross Lake Provincial Park,54.654,-113.797,Flatbush,Alberta,Provincial Park,,0,0
North Buck Lake Recreation Area,54.653,-112.504,Caslan,Alberta,Provincial Park,,0,0
Pinehurst Lake - Lakeland Provincial Recreation Area,54.651,-111.478,Goodridge,Alberta,Provincial Park,,0,0
Wapiti Crossing,54.643,-120.595,Tumbler Ridge,British Columbia,Provincial Recreation Site,,0,0
Bulkley River,54.6,-126.843,Telkwa,British Columbia,Provincial Recreation Site,,0,0
Ironwood Lake - Lakeland Provincial Recreation Area,54.597,-111.55,Goodridge,Alberta,Provincial Park,,0,0
Kleanza Creek Provincial Park,54.595,-128.401,Terrace,British Columbia,Provincial Park,,0,0
Whitefish Bay,54.583,-124.72,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
Freeman River Recreation Area,54.572,-115.404,Swan Hills,Alberta,Provincial Park,,0,0
Cold Lake - Meadow Lake Provincial Park,54.565,-109.843,Pierceland,Saskatchewan,Provincial Park,,0,0
Musreau Lake Campground,54.56,-118.641,Greenview No. 16,Alberta,Provincial Park,,0,0
Ethel Lake Provincial Recreation Area,54.544,-110.334,Ardmore,Alberta,Provincial Park,,0,0
Merton Lake,54.53,-122.966,Fraser-Fort George G,British Columbia,Provincial Recreation Site,,0,0
Trapper Leas Recreation Area,54.524,-115.093,Slave Lake,Alberta,Provincial Park,,0,0
Camsell Lake,54.523,-124.862,Bulkley-Nechako C,British Columbia,Provincial Recreation Site,,0,0
